Year   Moose  Wolves
 1959  592   20
 1960  674   23
 1961  730   25
 1962  787   28
 1963  822   31
 1964  857   36
 1965  941   35
 1966  990   33
 1967 1016   31
 1968 1091   34
 1969 1152   35
 1970 1250   38
 1971 1417   37
 1972 1526   37
 1973 1724   38
 1974 1908   35
 1975 2234   37
 1976 2144   33
 1977 1970   36
 1978 1837   34
 1979 1680   34
 1980 1566   34
 1981 1300   31
 1982 1229   26
 1983 1424   26
 1984 1653   25
 1985 1898   28
 1986 2153   26
 1987 2017   27
 1988 1870   26
 1989 1831   27
 1990 1604   25
 1991 1386   23
 1992 1393   22
 1993 1728   26
 1994 2047   25
 1995 2417   25
 1996 2188   21
 1997 1982   20
 1998 1979   18
 1999 1949   17
 2000 1726   17
 2001 1526   16
 2002 1543   17
 2003 1943   18
 2004 2368   12
 2005 2228   10
 2006 2036   10
 2007 1944    8
 2008 1951    7
 2009 1965    7
 2010 1795    6
 2011 1912    4
 2012 2480    3
 2013 2406    3
 2014 2170    2
 2015 2117    2
 2016 2117    1
 2017 2117    1
 2018 2129    1
