Year   Moose  Wolves
 1959  582   20
 1960  616   20
 1961  637   19
 1962  675   22
 1963  693   24
 1964  717   26
 1965  763   23
 1966  756   24
 1967  802   24
 1968  792   24
 1969  846   24
 1970  850   23
 1971  943   23
 1972 1009   22
 1973 1150   22
 1974 1240   20
 1975 1382   20
 1976 1535   25
 1977 1704   24
 1978 1945   21
 1979 2251   19
 1980 2160   23
 1981 1933   24
 1982 1803   25
 1983 1670   27
 1984 1412   25
 1985 1154   25
 1986 1044   25
 1987 1261   24
 1988 1437   29
 1989 1545   28
 1990 1752   30
 1991 1973   29
 1992 2203   32
 1993 2246   35
 1994 1951   35
 1995 1748   36
 1996 1534   34
 1997 1244   30
 1998  980   26
 1999  911   19
 2000 1052   16
 2001 1219   14
 2002 1370   10
 2003 1553    8
 2004 1757    6
 2005 2038    6
 2006 2383    6
 2007 2311    5
 2008 2127    3
 2009 1975    3
 2010 1881    3
 2011 1775    3
 2012 1636    1
 2013 1444    1
 2014 1506    0
 2015 1949    0
 2016 2442    0
 2017 2330    0
 2018 2136    0
