Year   Moose  Wolves
 1959  596   20
 1960  633   20
 1961  675   20
 1962  676   22
 1963  700   22
 1964  723   24
 1965  737   22
 1966  806   22
 1967  806   20
 1968  851   18
 1969  982   15
 1970 1101   14
 1971 1242   13
 1972 1398   12
 1973 1621   16
 1974 1848   16
 1975 2129   14
 1976 2139   14
 1977 1950   17
 1978 1799   18
 1979 1657   18
 1980 1504   14
 1981 1322   13
 1982 1313   13
 1983 1596   13
 1984 1896   12
 1985 2196   11
 1986 2071   11
 1987 1844    8
 1988 1782    5
 1989 1771    2
 1990 1686    2
 1991 1757    2
 1992 2269    2
 1993 2086    1
 1994 1904    1
 1995 1845    1
 1996 1829    1
 1997 1802    1
 1998 1930    1
 1999 2486    1
 2000 2254    0
 2001 2012    0
 2002 1933    0
 2003 1958    0
 2004 1954    0
 2005 1946    0
 2006 2053    0
 2007 2668    0
 2008 2500    0
 2009 2293    0
 2010 2168    0
 2011 2127    0
 2012 2117    0
 2013 2121    0
 2014 1827    0
 2015 1417    0
 2016 1232    0
 2017 1149    0
 2018 1087    0
