Year   Moose  Wolves
 1959  740   20
 1960  838   21
 1961  856   22
 1962  903   27
 1963  989   28
 1964 1023   31
 1965 1087   28
 1966 1254   27
 1967 1368   29
 1968 1564   29
 1969 1791   31
 1970 2050   30
 1971 2271   26
 1972 2171   29
 1973 1932   26
 1974 1774   31
 1975 1538   29
 1976 1254   26
 1977  992   24
 1978  795   23
 1979  912   20
 1980 1018   17
 1981 1131   16
 1982 1290   15
 1983 1414   11
 1984 1623   11
 1985 1895   11
 1986 2237   12
 1987 2232   15
 1988 2032   13
 1989 1905   15
 1990 1801   15
 1991 1634   17
 1992 1427   15
 1993 1380   14
 1994 1671   14
 1995 2008   16
 1996 2303   18
 1997 2074   16
 1998 1934   13
 1999 1893   11
 2000 1857   12
 2001 1636   11
 2002 1631   12
 2003 1994   11
 2004 2405   11
 2005 2135   11
 2006 1904   11
 2007 1835    9
 2008 1813    9
 2009 1791    7
 2010 1579    8
 2011 1623    8
 2012 2072    8
 2013 2558    7
 2014 2360    6
 2015 2145    6
 2016 2111    6
 2017 2096    6
 2018 2069    4
