Year   Moose  Wolves
 1959  726   20
 1960  813   23
 1961  902   27
 1962 1000   30
 1963 1103   36
 1964 1174   40
 1965 1316   39
 1966 1434   37
 1967 1619   37
 1968 1844   41
 1969 2108   44
 1970 2009   41
 1971 1830   38
 1972 1711   37
 1973 1538   34
 1974 1399   31
 1975 1350   24
 1976 1639   23
 1977 1905   21
 1978 2264   24
 1979 2101   26
 1980 1915   23
 1981 1848   23
 1982 1787   23
 1983 1604   16
 1984 1412   14
 1985 1460   13
 1986 1820   17
 1987 2193   16
 1988 1998   14
 1989 1810   12
 1990 1757   11
 1991 1741   11
 1992 1750   10
 1993 1833   10
 1994 2317    9
 1995 2207    9
 1996 1935    6
 1997 1865    6
 1998 1867    6
 1999 1881    4
 2000 1891    3
 2001 1999    2
 2002 2656    2
 2003 2522    2
 2004 2298    1
 2005 2215    1
 2006 2216    1
 2007 2246    1
 2008 2291    0
 2009 2056    0
 2010 1678    0
 2011 1498    0
 2012 1416    0
 2013 1322    0
 2014 1399    0
 2015 1836    0
 2016 2310    0
 2017 2258    0
 2018 2074    0
