Year   Moose  Wolves
 1959  750   20
 1960  802   20
 1961  788   22
 1962  841   23
 1963  858   19
 1964  918   18
 1965  993   17
 1966 1084   18
 1967 1202   15
 1968 1398   16
 1969 1585   15
 1970 1808   12
 1971 2126   11
 1972 2126    8
 1973 1961    7
 1974 1863    6
 1975 1821    5
 1976 1719    4
 1977 1583    2
 1978 1658    3
 1979 2085    3
 1980 2604    1
 1981 2408    1
 1982 2230    1
 1983 2184    1
 1984 2188    1
 1985 2180    1
 1986 1987    0
 1987 1684    0
 1988 1350    0
 1989 1205    0
 1990 1108    0
 1991 1179    0
 1992 1579    0
 1993 1944    0
 1994 2319    0
 1995 2229    0
 1996 2078    0
 1997 2075    0
 1998 2103    0
 1999 1957    0
 2000 1795    0
 2001 1559    0
 2002 1269    0
 2003 1168    0
 2004 1249    0
 2005 1639    0
 2006 1969    0
 2007 2304    0
 2008 2235    0
 2009 2060    0
 2010 2053    0
 2011 2069    0
 2012 1907    0
 2013 1734    0
 2014 1858    0
 2015 2438    0
 2016 2288    0
 2017 2047    0
 2018 1935    0
