Year   Moose  Wolves
 1959  746   20
 1960  806   20
 1961  876   19
 1962  930   20
 1963 1004   20
 1964 1064   20
 1965 1197   18
 1966 1300   16
 1967 1478   15
 1968 1650   12
 1969 1895    9
 1970 2265    7
 1971 2211    5
 1972 2057    6
 1973 1979    6
 1974 1893    6
 1975 1764    5
 1976 1611    5
 1977 1623    3
 1978 2110    2
 1979 2062    1
 1980 1866    1
 1981 1788    1
 1982 1751    1
 1983 1760    0
 1984 1874    0
 1985 2465    0
 1986 2321    0
 1987 2047    0
 1988 1955    0
 1989 1941    0
 1990 1928    0
 1991 1923    0
 1992 2029    0
 1993 2661    0
 1994 2462    0
 1995 2213    0
 1996 2156    0
 1997 2153    0
 1998 2163    0
 1999 2191    0
 2000 1927    0
 2001 1531    0
 2002 1352    0
 2003 1266    0
 2004 1162    0
 2005 1220    0
 2006 1582    0
 2007 1947    0
 2008 2313    0
 2009 2214    0
 2010 2065    0
 2011 2018    0
 2012 2081    0
 2013 1952    0
 2014 1774    0
 2015 1891    0
 2016 2484    0
 2017 2372    0
 2018 2153    0
