Year   Moose  Wolves
 1959  658   20
 1960  654   23
 1961  645   24
 1962  609   25
 1963  623   29
 1964  673   31
 1965  645   32
 1966  621   28
 1967  649   26
 1968  659   28
 1969  640   24
 1970  666   24
 1971  663   25
 1972  714   28
 1973  782   27
 1974  878   27
 1975  876   26
 1976  969   25
 1977 1078   23
 1978 1182   26
 1979 1282   24
 1980 1448   25
 1981 1609   22
 1982 1826   22
 1983 2082   23
 1984 2331   24
 1985 2243   20
 1986 1958   20
 1987 1843   19
 1988 1666   15
 1989 1406   12
 1990 1229   11
 1991 1245    9
 1992 1586    9
 1993 1879    9
 1994 2206    7
 1995 2029    4
 1996 1842    4
 1997 1812    4
 1998 1812    3
 1999 1656    2
 2000 1716    2
 2001 2236    2
 2002 2058    2
 2003 1853    2
 2004 1806    2
 2005 1768    2
 2006 1731    2
 2007 1838    1
 2008 2438    1
 2009 2190    1
 2010 1932    1
 2011 1870    0
 2012 1897    0
 2013 1939    0
 2014 1984    0
 2015 2097    0
 2016 2748    0
 2017 2591    0
 2018 2372    0
