Year   Moose  Wolves
 1959  582   20
 1960  596   21
 1961  600   21
 1962  612   19
 1963  682   22
 1964  676   20
 1965  714   20
 1966  753   20
 1967  771   22
 1968  787   22
 1969  863   20
 1970  919   20
 1971  970   17
 1972 1089   17
 1973 1220   19
 1974 1368   19
 1975 1601   20
 1976 1759   20
 1977 2029   17
 1978 2320   16
 1979 2275   13
 1980 2046   15
 1981 1960   15
 1982 1819   15
 1983 1682   20
 1984 1423   20
 1985 1415   20
 1986 1644   20
 1987 1953   21
 1988 2271   20
 1989 2081   20
 1990 1844   22
 1991 1787   29
 1992 1681   25
 1993 1413   23
 1994 1328   19
 1995 1619   19
 1996 1887   18
 1997 2157   13
 1998 1985   12
 1999 1805   15
 2000 1815   15
 2001 1786   16
 2002 1541   17
 2003 1479   18
 2004 1772   16
 2005 2105   15
 2006 1863   14
 2007 1679   11
 2008 1609   10
 2009 1565   12
 2010 1498    8
 2011 1541    8
 2012 1943    7
 2013 2307    5
 2014 2000    5
 2015 1797    4
 2016 1750    6
 2017 1741    5
 2018 1711    4
