Year   Moose  Wolves
 1959  635   20
 1960  681   21
 1961  706   25
 1962  733   29
 1963  718   29
 1964  726   28
 1965  762   29
 1966  809   32
 1967  764   30
 1968  784   29
 1969  851   26
 1970  898   26
 1971  942   25
 1972 1078   21
 1973 1145   20
 1974 1289   18
 1975 1412   18
 1976 1566   14
 1977 1785   13
 1978 2069   13
 1979 2435   12
 1980 2383   14
 1981 2187   11
 1982 2083   10
 1983 1979    8
 1984 1846    6
 1985 1688    5
 1986 1448    4
 1987 1514    4
 1988 1929    6
 1989 2400    7
 1990 2200    9
 1991 1999    8
 1992 1933    7
 1993 1864    8
 1994 1853    8
 1995 1599    8
 1996 1603    8
 1997 2022   10
 1998 2490    9
 1999 2252    8
 2000 2037    7
 2001 1990    8
 2002 2011    8
 2003 1991    8
 2004 1742    8
 2005 1830    8
 2006 2317    8
 2007 2142    7
 2008 1877    8
 2009 1795    7
 2010 1783    7
 2011 1707    6
 2012 1664    6
 2013 1710    5
 2014 2187    4
 2015 2080    3
 2016 1865    2
 2017 1784    2
 2018 1782    2
