Year   Moose  Wolves
 1959  628   20
 1960  691   21
 1961  698   25
 1962  747   27
 1963  794   33
 1964  774   31
 1965  729   23
 1966  758   21
 1967  797   21
 1968  832   24
 1969  855   21
 1970  943   17
 1971 1023   13
 1972 1149   12
 1973 1276   12
 1974 1438   11
 1975 1673   10
 1976 1941   10
 1977 2262    8
 1978 2208    8
 1979 2034    6
 1980 1936    6
 1981 1878    4
 1982 1741    4
 1983 1591    3
 1984 1687    3
 1985 2155    2
 1986 2046    1
 1987 1826    1
 1988 1723    1
 1989 1688    0
 1990 1694    0
 1991 1806    0
 1992 2416    0
 1993 2190    0
 1994 1999    0
 1995 1937    0
 1996 1953    0
 1997 1966    0
 1998 1977    0
 1999 2092    0
 2000 2720    0
 2001 2579    0
 2002 2338    0
 2003 2243    0
 2004 2212    0
 2005 2213    0
 2006 2215    0
 2007 1917    0
 2008 1518    0
 2009 1347    0
 2010 1269    0
 2011 1199    0
 2012 1287    0
 2013 1670    0
 2014 2101    0
 2015 2014    0
 2016 1843    0
 2017 1813    0
 2018 1825    0
