Year   Moose  Wolves
 1959  775   20
 1960  823   19
 1961  877   18
 1962  923   20
 1963  997   20
 1964 1079   17
 1965 1156   18
 1966 1245   14
 1967 1421   14
 1968 1576    9
 1969 1851    7
 1970 2141    7
 1971 2085    6
 1972 1937    5
 1973 1849    5
 1974 1767    5
 1975 1657    5
 1976 1754    4
 1977 2284    3
 1978 2156    2
 1979 1943    2
 1980 1853    1
 1981 1859    1
 1982 1851    1
 1983 1817    0
 1984 1928    0
 1985 2529    0
 1986 2380    0
 1987 2150    0
 1988 2033    0
 1989 2033    0
 1990 2011    0
 1991 2027    0
 1992 1761    0
 1993 1837    0
 1994 2361    0
 1995 2280    0
 1996 2029    0
 1997 1948    0
 1998 1907    0
 1999 1873    0
 2000 1869    0
 2001 1992    0
 2002 2592    0
 2003 2426    0
 2004 2152    0
 2005 2068    0
 2006 2087    0
 2007 2055    0
 2008 2057    0
 2009 1774    0
 2010 1845    0
 2011 2408    0
 2012 2340    0
 2013 2077    0
 2014 1982    0
 2015 1944    0
 2016 1895    0
 2017 1906    0
 2018 2032    0
