Year   Moose  Wolves
 1959  659   20
 1960  737   20
 1961  802   20
 1962  825   25
 1963  837   25
 1964  937   25
 1965  952   23
 1966 1038   18
 1967 1190   20
 1968 1334   16
 1969 1535   15
 1970 1796   14
 1971 2031   13
 1972 2384   10
 1973 2384    8
 1974 2209    7
 1975 2104    6
 1976 1996    6
 1977 1848    6
 1978 1705    8
 1979 1474    8
 1980 1163    5
 1981 1191    6
 1982 1468    6
 1983 1774    5
 1984 2058    5
 1985 2434    6
 1986 2371    5
 1987 2171    5
 1988 2152    4
 1989 2042    3
 1990 1871    2
 1991 1701    1
 1992 1463    0
 1993 1201    0
 1994 1249    0
 1995 1624    0
 1996 2010    0
 1997 2362    0
 1998 2338    0
 1999 2193    0
 2000 2158    0
 2001 2221    0
 2002 2083    0
 2003 1898    0
 2004 1650    0
 2005 1321    0
 2006 1199    0
 2007 1285    0
 2008 1736    0
 2009 2095    0
 2010 2493    0
 2011 2435    0
 2012 2295    0
 2013 2328    0
 2014 2348    0
 2015 2209    0
 2016 2018    0
 2017 1805    0
 2018 1484    0
