Year   Moose  Wolves
 1959  649   20
 1960  669   20
 1961  752   20
 1962  747   21
 1963  761   25
 1964  765   25
 1965  798   27
 1966  789   30
 1967  776   30
 1968  804   28
 1969  781   32
 1970  789   32
 1971  729   34
 1972  669   33
 1973  713   29
 1974  740   26
 1975  751   26
 1976  771   25
 1977  831   27
 1978  845   27
 1979  886   27
 1980  959   29
 1981 1056   27
 1982 1107   27
 1983 1230   28
 1984 1319   26
 1985 1418   25
 1986 1504   27
 1987 1740   26
 1988 1883   24
 1989 2169   27
 1990 2064   27
 1991 1888   23
 1992 1787   19
 1993 1592   17
 1994 1383   19
 1995 1330   22
 1996 1568   23
 1997 1848   20
 1998 2136   18
 1999 1990   19
 2000 1765   17
 2001 1744   16
 2002 1683   17
 2003 1438   17
 2004 1401   13
 2005 1707   11
 2006 2058   11
 2007 2390    8
 2008 2273    8
 2009 2093    9
 2010 2077   10
 2011 2069   12
 2012 1914   12
 2013 1587   10
 2014 1595   11
 2015 1993   11
 2016 2412   11
 2017 2197   10
 2018 1983   11
