Year   Moose  Wolves
 1959  688   20
 1960  786   20
 1961  770   22
 1962  788   22
 1963  818   21
 1964  912   25
 1965  997   23
 1966 1126   20
 1967 1211   22
 1968 1358   21
 1969 1504   19
 1970 1688   17
 1971 1924   15
 1972 2173   14
 1973 2096   13
 1974 1901   15
 1975 1774   14
 1976 1610   11
 1977 1428    6
 1978 1466    6
 1979 1851    3
 1980 2237    2
 1981 2010    1
 1982 1812    1
 1983 1763    1
 1984 1779    1
 1985 1792    1
 1986 1917    1
 1987 2508    1
 1988 2262    1
 1989 2052    1
 1990 2013    1
 1991 2001    1
 1992 2006    1
 1993 2011    1
 1994 2151    0
 1995 2022    0
 1996 1814    0
 1997 1705    0
 1998 1653    0
 1999 1590    0
 2000 1706    0
 2001 2251    0
 2002 2090    0
 2003 1888    0
 2004 1815    0
 2005 1808    0
 2006 1785    0
 2007 1906    0
 2008 2488    0
 2009 2253    0
 2010 2001    0
 2011 1897    0
 2012 1906    0
 2013 1944    0
 2014 1948    0
 2015 2089    0
 2016 2753    0
 2017 2536    0
 2018 2323    0
