Year   Moose  Wolves
 1959  524   20
 1960  562   19
 1961  594   23
 1962  593   22
 1963  607   29
 1964  579   31
 1965  540   30
 1966  503   27
 1967  449   24
 1968  430   26
 1969  375   21
 1970  325   21
 1971  262   19
 1972  206   17
 1973  185   14
 1974  142   11
 1975  100    9
 1976   67    6
 1977   51    5
 1978   43    4
 1979   40    3
 1980   38    2
 1981   38    1
 1982   38    1
 1983   48    1
 1984   50    1
 1985   60    1
 1986   67    0
 1987   89    0
 1988  106    0
 1989  127    0
 1990  166    0
 1991  200    0
 1992  252    0
 1993  312    0
 1994  385    0
 1995  459    0
 1996  567    0
 1997  690    0
 1998  824    0
 1999 1000    0
 2000 1224    0
 2001 1474    0
 2002 1760    0
 2003 2120    0
 2004 2148    0
 2005 2003    0
 2006 1938    0
 2007 1872    0
 2008 1804    0
 2009 1706    0
 2010 1815    0
 2011 2383    0
 2012 2272    0
 2013 2053    0
 2014 1954    0
 2015 1939    0
 2016 1885    0
 2017 1853    0
 2018 1956    0
