Year   Moose  Wolves
 1959  737   20
 1960  734   17
 1961  791   17
 1962  818   18
 1963  856   20
 1964  924   19
 1965  999   17
 1966 1067   15
 1967 1209   13
 1968 1359   10
 1969 1536    7
 1970 1813    7
 1971 2117    7
 1972 2077    8
 1973 1918    7
 1974 1796    5
 1975 1744    5
 1976 1606    3
 1977 1678    3
 1978 2204    2
 1979 2062    3
 1980 1852    5
 1981 1779    5
 1982 1742    5
 1983 1719    3
 1984 1806    3
 1985 2351    3
 1986 2146    2
 1987 1881    3
 1988 1799    3
 1989 1782    2
 1990 1782    2
 1991 1796    2
 1992 1896    2
 1993 2425    2
 1994 2273    1
 1995 2029    1
 1996 1924    1
 1997 1915    1
 1998 1909    1
 1999 1866    1
 2000 1978    0
 2001 2595    0
 2002 2429    0
 2003 2172    0
 2004 2097    0
 2005 2105    0
 2006 2116    0
 2007 2106    0
 2008 1817    0
 2009 1462    0
 2010 1286    0
 2011 1178    0
 2012 1096    0
 2013 1169    0
 2014 1497    0
 2015 1830    0
 2016 2201    0
 2017 2126    0
 2018 2014    0
