Year   Moose  Wolves
 1959  587   20
 1960  563   18
 1961  605   18
 1962  641   21
 1963  658   20
 1964  681   21
 1965  735   28
 1966  726   24
 1967  729   24
 1968  762   20
 1969  810   17
 1970  942   14
 1971 1076   13
 1972 1229   13
 1973 1395   13
 1974 1623    8
 1975 1958    6
 1976 2351    5
 1977 2393    5
 1978 2217    4
 1979 2148    3
 1980 2107    4
 1981 1982    3
 1982 1769    2
 1983 1558    2
 1984 1278    2
 1985 1135    3
 1986 1170    3
 1987 1530    2
 1988 1887    2
 1989 2253    2
 1990 2252    2
 1991 2096    3
 1992 2050    3
 1993 2076    3
 1994 1929    3
 1995 1738    4
 1996 1821    4
 1997 2343    4
 1998 2249    3
 1999 2002    3
 2000 1929    2
 2001 1880    2
 2002 1867    1
 2003 1853    1
 2004 1977    1
 2005 2599    0
 2006 2414    0
 2007 2158    0
 2008 2068    0
 2009 2076    0
 2010 2032    0
 2011 2040    0
 2012 1732    0
 2013 1829    0
 2014 2360    0
 2015 2267    0
 2016 2059    0
 2017 1978    0
 2018 1935    0
