Year   Moose  Wolves
 1959  572   20
 1960  571   19
 1961  542   20
 1962  557   24
 1963  528   24
 1964  496   25
 1965  505   25
 1966  479   21
 1967  464   23
 1968  435   19
 1969  408   16
 1970  383   14
 1971  403   12
 1972  427   12
 1973  438   10
 1974  457    7
 1975  494    7
 1976  547    8
 1977  638    7
 1978  704    6
 1979  796    6
 1980  904    4
 1981 1064    4
 1982 1238    4
 1983 1508    3
 1984 1809    3
 1985 2131    2
 1986 2166    2
 1987 2027    1
 1988 1953    0
 1989 1893    0
 1990 1802    0
 1991 1658    0
 1992 1762    0
 1993 2327    0
 1994 2287    0
 1995 2037    0
 1996 1954    0
 1997 1935    0
 1998 1956    0
 1999 1941    0
 2000 2049    0
 2001 2683    0
 2002 2509    0
 2003 2256    0
 2004 2137    0
 2005 2131    0
 2006 2096    0
 2007 2090    0
 2008 1818    0
 2009 1408    0
 2010 1262    0
 2011 1352    0
 2012 1777    0
 2013 2160    0
 2014 2120    0
 2015 1923    0
 2016 1853    0
 2017 1851    0
 2018 1861    0
