Year   Moose  Wolves
 1959  671   20
 1960  691   20
 1961  705   22
 1962  699   26
 1963  719   29
 1964  714   28
 1965  702   30
 1966  701   30
 1967  704   27
 1968  685   25
 1969  684   28
 1970  732   26
 1971  733   25
 1972  779   23
 1973  841   23
 1974  889   20
 1975  937   19
 1976 1036   17
 1977 1160   16
 1978 1320   18
 1979 1491   17
 1980 1714   14
 1981 1949   13
 1982 2252    9
 1983 2261   10
 1984 2087   11
 1985 1976    7
 1986 1892    7
 1987 1776    7
 1988 1606    6
 1989 1656    4
 1990 2166    3
 1991 2118    2
 1992 1918    2
 1993 1839    2
 1994 1793    1
 1995 1770    1
 1996 1764    1
 1997 1885    1
 1998 2426    1
 1999 2241    1
 2000 2032    0
 2001 1938    0
 2002 1949    0
 2003 1936    0
 2004 1931    0
 2005 2047    0
 2006 2688    0
 2007 2517    0
 2008 2286    0
 2009 2218    0
 2010 2227    0
 2011 2228    0
 2012 2204    0
 2013 1867    0
 2014 1466    0
 2015 1304    0
 2016 1215    0
 2017 1095    0
 2018 1144    0
