Year   Moose  Wolves
 1959  687   20
 1960  779   24
 1961  760   26
 1962  812   26
 1963  838   25
 1964  845   29
 1965  888   32
 1966  904   32
 1967  861   32
 1968  827   30
 1969  809   31
 1970  833   30
 1971  786   33
 1972  820   31
 1973  798   31
 1974  804   32
 1975  877   32
 1976  860   30
 1977  870   33
 1978  908   31
 1979  892   27
 1980  994   22
 1981 1089   19
 1982 1167   17
 1983 1298   17
 1984 1495   15
 1985 1698   13
 1986 1951    8
 1987 2329    8
 1988 2304    6
 1989 2149    4
 1990 2008    4
 1991 1936    4
 1992 1855    3
 1993 1721    4
 1994 1490    4
 1995 1588    4
 1996 2008    4
 1997 2529    4
 1998 2421    5
 1999 2190    6
 2000 2116    5
 2001 2083    5
 2002 2063    5
 2003 1854    7
 2004 1497    6
 2005 1166    5
 2006 1196    4
 2007 1590    4
 2008 1944    3
 2009 2231    2
 2010 2180    2
 2011 2031    2
 2012 1976    1
 2013 2019    0
 2014 1919    0
 2015 1738    0
 2016 1842    0
 2017 2384    0
 2018 2248    0
