Year   Moose  Wolves
 1959  617   20
 1960  636   21
 1961  631   23
 1962  652   25
 1963  634   26
 1964  654   26
 1965  707   27
 1966  692   28
 1967  647   29
 1968  679   30
 1969  673   28
 1970  719   31
 1971  662   29
 1972  607   31
 1973  606   27
 1974  631   25
 1975  646   28
 1976  661   29
 1977  673   33
 1978  624   29
 1979  600   26
 1980  595   26
 1981  528   23
 1982  545   22
 1983  616   21
 1984  651   30
 1985  626   34
 1986  580   28
 1987  531   24
 1988  510   23
 1989  466   20
 1990  444   17
 1991  463   21
 1992  431   22
 1993  453   20
 1994  454   19
 1995  478   18
 1996  472   14
 1997  473   13
 1998  488   12
 1999  504   11
 2000  583   11
 2001  672   12
 2002  734   10
 2003  822   10
 2004  958   12
 2005 1095   10
 2006 1231    6
 2007 1425    5
 2008 1673    6
 2009 2013    7
 2010 2387    9
 2011 2322    7
 2012 2150    6
 2013 2055    5
 2014 1989    5
 2015 1850    7
 2016 1678    5
 2017 1463    5
 2018 1490    5
