Year   Moose  Wolves
 1959  763   20
 1960  786   19
 1961  818   19
 1962  827   21
 1963  834   20
 1964  931   17
 1965 1071   17
 1966 1178   19
 1967 1317   17
 1968 1501   19
 1969 1705   18
 1970 1962   17
 1971 2277   14
 1972 2210   14
 1973 2021   14
 1974 1874   14
 1975 1717   13
 1976 1586    9
 1977 1424    7
 1978 1460    6
 1979 1807    5
 1980 2197    4
 1981 2034    4
 1982 1856    4
 1983 1782    4
 1984 1796    1
 1985 1838    1
 1986 1944    1
 1987 2512    1
 1988 2315    1
 1989 2113    0
 1990 2068    0
 1991 2085    0
 1992 2026    0
 1993 2027    0
 1994 1762    0
 1995 1856    0
 1996 2379    0
 1997 2271    0
 1998 2075    0
 1999 1975    0
 2000 1938    0
 2001 1913    0
 2002 1923    0
 2003 2038    0
 2004 2680    0
 2005 2521    0
 2006 2298    0
 2007 2223    0
 2008 2258    0
 2009 2255    0
 2010 2252    0
 2011 1928    0
 2012 1505    0
 2013 1322    0
 2014 1244    0
 2015 1117    0
 2016 1210    0
 2017 1558    0
 2018 1921    0
