Year   Moose  Wolves
 1959  639   20
 1960  663   19
 1961  712   19
 1962  715   18
 1963  774   14
 1964  821   14
 1965  875   14
 1966  964   15
 1967 1012   14
 1968 1163   13
 1969 1296   14
 1970 1504   13
 1971 1715   12
 1972 2012   11
 1973 2346   10
 1974 2302   12
 1975 2123   12
 1976 1987   10
 1977 1831    8
 1978 1696    8
 1979 1505    6
 1980 1282    6
 1981 1324    4
 1982 1680    3
 1983 2060    3
 1984 2387    4
 1985 2285    3
 1986 2150    1
 1987 2116    1
 1988 2127    1
 1989 2011    1
 1990 1771    1
 1991 1570    1
 1992 1310    1
 1993 1157    1
 1994 1229    1
 1995 1603    0
 1996 1959    0
 1997 2332    0
 1998 2253    0
 1999 2082    0
 2000 2048    0
 2001 2076    0
 2002 1972    0
 2003 1794    0
 2004 1890    0
 2005 2453    0
 2006 2357    0
 2007 2117    0
 2008 2049    0
 2009 2040    0
 2010 2012    0
 2011 1994    0
 2012 1743    0
 2013 1850    0
 2014 2376    0
 2015 2325    0
 2016 2070    0
 2017 1967    0
 2018 1944    0
