Year   Moose  Wolves
 1959  591   20
 1960  643   21
 1961  655   20
 1962  722   20
 1963  763   17
 1964  807   18
 1965  841   19
 1966  915   20
 1967 1026   17
 1968 1161   15
 1969 1313   12
 1970 1516   12
 1971 1791   12
 1972 2151   11
 1973 2159   11
 1974 2008   10
 1975 1897   10
 1976 1808   14
 1977 1641   13
 1978 1427   13
 1979 1426   12
 1980 1773   12
 1981 2088   12
 1982 2432   12
 1983 2282   13
 1984 2106   11
 1985 2048   10
 1986 1993   11
 1987 1783   11
 1988 1559    9
 1989 1259    7
 1990 1276    9
 1991 1531   11
 1992 1879   13
 1993 2147   13
 1994 1932   13
 1995 1736   13
 1996 1649   13
 1997 1578   11
 1998 1391   10
 1999 1385   11
 2000 1725   12
 2001 2031   13
 2002 2349   12
 2003 2125    8
 2004 1930    7
 2005 1854    7
 2006 1840    7
 2007 1713    9
 2008 1462    8
 2009 1472    7
 2010 1868    8
 2011 2257    5
 2012 2054    4
 2013 1895    3
 2014 1823    4
 2015 1792    5
 2016 1808    7
 2017 1819    9
 2018 2258    8
