Year   Moose  Wolves
 1959  708   20
 1960  776   21
 1961  845   23
 1962  865   23
 1963  884   21
 1964  995   23
 1965 1095   19
 1966 1181   16
 1967 1349   14
 1968 1536   17
 1969 1715   18
 1970 1997   17
 1971 2284   11
 1972 2230    8
 1973 2084    8
 1974 1988    8
 1975 1846    7
 1976 1729    7
 1977 1570    7
 1978 1621    5
 1979 2059    3
 1980 2518    1
 1981 2400    0
 1982 2218    0
 1983 2172    0
 1984 2219    0
 1985 2256    0
 1986 2031    0
 1987 1773    0
 1988 1424    0
 1989 1285    0
 1990 1218    0
 1991 1285    0
 1992 1625    0
 1993 1997    0
 1994 2357    0
 1995 2242    0
 1996 2093    0
 1997 2077    0
 1998 2136    0
 1999 2026    0
 2000 1805    0
 2001 1563    0
 2002 1297    0
 2003 1186    0
 2004 1259    0
 2005 1640    0
 2006 2008    0
 2007 2382    0
 2008 2301    0
 2009 2150    0
 2010 2146    0
 2011 2196    0
 2012 2031    0
 2013 1838    0
 2014 1601    0
 2015 1351    0
 2016 1196    0
 2017 1273    0
 2018 1699    0
