Year   Moose  Wolves
 1959  592   20
 1960  611   21
 1961  585   21
 1962  596   21
 1963  632   19
 1964  627   18
 1965  646   19
 1966  686   18
 1967  699   19
 1968  715   22
 1969  715   20
 1970  811   20
 1971  872   20
 1972  963   23
 1973 1063   24
 1974 1166   29
 1975 1319   27
 1976 1383   30
 1977 1482   31
 1978 1566   28
 1979 1680   28
 1980 1862   27
 1981 2109   27
 1982 1932   29
 1983 1696   24
 1984 1551   22
 1985 1388   23
 1986 1167   22
 1987 1017   19
 1988 1198   16
 1989 1396   12
 1990 1591   15
 1991 1880   17
 1992 2155   14
 1993 2042   19
 1994 1965   17
 1995 1826   15
 1996 1662   18
 1997 1440   17
 1998 1374   17
 1999 1622   18
 2000 1919   17
 2001 2291   15
 2002 2119   14
 2003 1901   12
 2004 1865   10
 2005 1872    7
 2006 1732    9
 2007 1481    6
 2008 1526    5
 2009 1963    6
 2010 2370    6
 2011 2151    6
 2012 1947    4
 2013 1892    4
 2014 1870    4
 2015 1885    4
 2016 1673    4
 2017 1761    3
 2018 2236    1
