Year   Moose  Wolves
 1959  649   20
 1960  701   19
 1961  760   20
 1962  814   21
 1963  908   23
 1964  962   28
 1965  960   27
 1966 1007   31
 1967 1041   31
 1968 1168   28
 1969 1267   30
 1970 1422   26
 1971 1642   26
 1972 1797   30
 1973 1983   33
 1974 2165   30
 1975 2145   28
 1976 1877   23
 1977 1698   24
 1978 1492   23
 1979 1292   22
 1980 1138   18
 1981 1022   16
 1982 1208   12
 1983 1499   10
 1984 1723    9
 1985 1963    6
 1986 2256    5
 1987 2252    4
 1988 2185    4
 1989 2064    3
 1990 1931    3
 1991 1793    2
 1992 1636    2
 1993 1459    1
 1994 1541    0
 1995 2019    0
 1996 2545    0
 1997 2434    0
 1998 2250    0
 1999 2197    0
 2000 2241    0
 2001 2280    0
 2002 2093    0
 2003 1793    0
 2004 1431    0
 2005 1286    0
 2006 1192    0
 2007 1288    0
 2008 1658    0
 2009 2052    0
 2010 2453    0
 2011 2363    0
 2012 2195    0
 2013 2177    0
 2014 2229    0
 2015 2096    0
 2016 1890    0
 2017 1629    0
 2018 1337    0
