Year   Moose  Wolves
 1959  682   20
 1960  676   26
 1961  649   28
 1962  661   32
 1963  638   35
 1964  564   33
 1965  527   31
 1966  459   27
 1967  439   26
 1968  388   22
 1969  405   18
 1970  417   15
 1971  448   10
 1972  498    9
 1973  535    8
 1974  580    6
 1975  677    6
 1976  759    5
 1977  857    7
 1978 1019   10
 1979 1118   10
 1980 1290   10
 1981 1507   12
 1982 1782   11
 1983 2033   10
 1984 2399   10
 1985 2349    8
 1986 2139    9
 1987 2038    8
 1988 1888    8
 1989 1752    7
 1990 1595    7
 1991 1337    6
 1992 1357    4
 1993 1717    4
 1994 2065    4
 1995 2415    5
 1996 2236    6
 1997 2046    6
 1998 1986    6
 1999 2012    5
 2000 1833    6
 2001 1583    6
 2002 1635    5
 2003 2119    5
 2004 2000    4
 2005 1798    4
 2006 1707    4
 2007 1620    5
 2008 1598    5
 2009 1690    5
 2010 2175    6
 2011 1943    4
 2012 1738    3
 2013 1663    3
 2014 1658    3
 2015 1660    4
 2016 1741    3
 2017 2210    2
 2018 2030    2
