Year   Moose  Wolves
 1959  621   20
 1960  613   17
 1961  587   17
 1962  608   17
 1963  573   23
 1964  592   21
 1965  549   20
 1966  528   22
 1967  536   22
 1968  544   24
 1969  545   23
 1970  520   25
 1971  494   24
 1972  462   24
 1973  428   21
 1974  396   20
 1975  411   17
 1976  400   17
 1977  405   15
 1978  403   10
 1979  437    8
 1980  510    7
 1981  567    7
 1982  627    4
 1983  753    4
 1984  881    4
 1985 1033    3
 1986 1209    3
 1987 1434    2
 1988 1720    2
 1989 2039    2
 1990 2456    2
 1991 2433    1
 1992 2297    0
 1993 2249    0
 1994 2179    0
 1995 2052    0
 1996 1898    0
 1997 1678    0
 1998 1384    0
 1999 1238    0
 2000 1308    0
 2001 1737    0
 2002 2137    0
 2003 2049    0
 2004 1894    0
 2005 1823    0
 2006 1818    0
 2007 1859    0
 2008 1997    0
 2009 2611    0
 2010 2411    0
 2011 2152    0
 2012 2076    0
 2013 2072    0
 2014 2080    0
 2015 2081    0
 2016 1771    0
 2017 1856    0
 2018 2440    0
