Year   Moose  Wolves
 1959  684   20
 1960  718   20
 1961  714   22
 1962  791   24
 1963  835   23
 1964  883   23
 1965  922   22
 1966  967   21
 1967 1059   20
 1968 1218   20
 1969 1379   20
 1970 1547   17
 1971 1779   13
 1972 2068   12
 1973 2403   11
 1974 2459   12
 1975 2273   13
 1976 2142   11
 1977 2018   11
 1978 1848   11
 1979 1634   10
 1980 1384    9
 1981 1045    8
 1982 1067    8
 1983 1346    7
 1984 1637    7
 1985 1914    7
 1986 2254    4
 1987 2198    4
 1988 2099    3
 1989 2095    3
 1990 1979    3
 1991 1835    2
 1992 1680    2
 1993 1760    2
 1994 2229    2
 1995 2115    2
 1996 1868    1
 1997 1779    1
 1998 1753    1
 1999 1717    1
 2000 1723    1
 2001 1805    1
 2002 2304    1
 2003 2089    1
 2004 1887    1
 2005 1798    0
 2006 1810    0
 2007 1800    0
 2008 1939    0
 2009 2587    0
 2010 2388    0
 2011 2197    0
 2012 2137    0
 2013 2143    0
 2014 2176    0
 2015 2175    0
 2016 1860    0
 2017 1441    0
 2018 1281    0
