Year   Moose  Wolves
 1959  579   20
 1960  581   17
 1961  629   17
 1962  677   18
 1963  728   19
 1964  819   21
 1965  909   20
 1966  987   19
 1967 1071   16
 1968 1205   16
 1969 1332   13
 1970 1596   17
 1971 1819   15
 1972 2120   14
 1973 2078   14
 1974 1897   12
 1975 1802   11
 1976 1677   11
 1977 1513   10
 1978 1558    8
 1979 2008    7
 1980 2423    7
 1981 2198    3
 1982 1986    3
 1983 1955    3
 1984 1916    2
 1985 1938    1
 1986 1784    1
 1987 1851    1
 1988 2381    1
 1989 2195    1
 1990 1977    1
 1991 1891    0
 1992 1894    0
 1993 1849    0
 1994 1866    0
 1995 1974    0
 1996 2553    0
 1997 2342    0
 1998 2097    0
 1999 1969    0
 2000 1985    0
 2001 1980    0
 2002 1960    0
 2003 2093    0
 2004 2736    0
 2005 2582    0
 2006 2319    0
 2007 2200    0
 2008 2219    0
 2009 2229    0
 2010 2254    0
 2011 1936    0
 2012 1511    0
 2013 1339    0
 2014 1273    0
 2015 1191    0
 2016 1248    0
 2017 1647    0
 2018 2020    0
