Year   Moose  Wolves
 1959  695   20
 1960  789   20
 1961  850   24
 1962  906   24
 1963  938   27
 1964 1008   28
 1965 1063   26
 1966 1185   22
 1967 1330   16
 1968 1464   18
 1969 1634   18
 1970 1898   26
 1971 2149   28
 1972 2026   27
 1973 1808   24
 1974 1687   20
 1975 1522   22
 1976 1329   23
 1977 1218   22
 1978 1410   22
 1979 1539   20
 1980 1764   20
 1981 1989   21
 1982 2246   19
 1983 2150   18
 1984 1992   17
 1985 1855   16
 1986 1656   17
 1987 1414   15
 1988 1218   15
 1989 1119   15
 1990 1329   15
 1991 1574   14
 1992 1794   12
 1993 2031    9
 1994 2344    8
 1995 2280    7
 1996 2135    6
 1997 1995    6
 1998 1868    8
 1999 1674   10
 2000 1476   11
 2001 1250   11
 2002 1213   14
 2003 1481   11
 2004 1759   11
 2005 2044   13
 2006 2277   15
 2007 2110   14
 2008 1944   14
 2009 1899   15
 2010 1672   13
 2011 1493   11
 2012 1261   11
 2013 1264   10
 2014 1521    8
 2015 1846    9
 2016 2128    8
 2017 2055    7
 2018 1839    6
