Year   Moose  Wolves
 1959  589   20
 1960  633   20
 1961  652   19
 1962  705   18
 1963  746   18
 1964  770   19
 1965  833   18
 1966  892   16
 1967  962   13
 1968 1060   10
 1969 1247   10
 1970 1431    8
 1971 1674    6
 1972 1935    8
 1973 2253    8
 1974 2237    7
 1975 2091    7
 1976 1978    7
 1977 1895    6
 1978 1778    4
 1979 1627    4
 1980 1718    3
 1981 2205    2
 1982 2069    2
 1983 1866    2
 1984 1791    2
 1985 1780    2
 1986 1766    1
 1987 1876    0
 1988 2434    0
 1989 2256    0
 1990 2019    0
 1991 1924    0
 1992 1932    0
 1993 1903    0
 1994 1903    0
 1995 2014    0
 1996 2616    0
 1997 2424    0
 1998 2199    0
 1999 2050    0
 2000 2059    0
 2001 2047    0
 2002 2059    0
 2003 1792    0
 2004 1899    0
 2005 2510    0
 2006 2460    0
 2007 2212    0
 2008 2118    0
 2009 2071    0
 2010 2055    0
 2011 2016    0
 2012 1721    0
 2013 1347    0
 2014 1432    0
 2015 1840    0
 2016 2275    0
 2017 2084    0
 2018 1926    0
