Year   Moose  Wolves
 1959  542   20
 1960  553   23
 1961  468   26
 1962  426   26
 1963  376   24
 1964  359   23
 1965  296   21
 1966  276   18
 1967  219   17
 1968  162   14
 1969  125   11
 1970   84    8
 1971   64    8
 1972   43    5
 1973   17    3
 1974    8    2
 1975   10    1
 1976    7    0
 1977    9    0
 1978   11    0
 1979   13    0
 1980   14    0
 1981   14    0
 1982   13    0
 1983   22    0
 1984   26    0
 1985   28    0
 1986   34    0
 1987   38    0
 1988   46    0
 1989   52    0
 1990   63    0
 1991   79    0
 1992   89    0
 1993  112    0
 1994  128    0
 1995  159    0
 1996  199    0
 1997  240    0
 1998  303    0
 1999  358    0
 2000  428    0
 2001  514    0
 2002  620    0
 2003  759    0
 2004  912    0
 2005 1079    0
 2006 1284    0
 2007 1544    0
 2008 1854    0
 2009 2222    0
 2010 2295    0
 2011 2144    0
 2012 2067    0
 2013 1994    0
 2014 1920    0
 2015 1756    0
 2016 1540    0
 2017 1620    0
 2018 2131    0
