Year   Moose  Wolves
 1959  622   20
 1960  682   21
 1961  680   25
 1962  699   24
 1963  752   24
 1964  787   24
 1965  858   23
 1966  941   23
 1967  966   24
 1968 1106   23
 1969 1184   23
 1970 1306   20
 1971 1467   15
 1972 1696   11
 1973 1939    9
 1974 2271    9
 1975 2296   11
 1976 2111    9
 1977 2010    9
 1978 1865    9
 1979 1738    9
 1980 1542    7
 1981 1316    6
 1982 1335    6
 1983 1714    8
 1984 2055    8
 1985 2386    7
 1986 2203    7
 1987 2018   12
 1988 1977   12
 1989 1954   10
 1990 1736    6
 1991 1480    5
 1992 1534    6
 1993 1919    6
 1994 2339    6
 1995 2122    5
 1996 1961    5
 1997 1928    5
 1998 1917    6
 1999 1881    5
 2000 1654    5
 2001 1697    6
 2002 2134    6
 2003 1948    5
 2004 1738    5
 2005 1666    5
 2006 1659    5
 2007 1608    5
 2008 1684    4
 2009 2208    1
 2010 2099    1
 2011 1879    1
 2012 1801    1
 2013 1797    0
 2014 1796    0
 2015 1953    0
 2016 2547    0
 2017 2304    0
 2018 2071    0
