Year   Moose  Wolves
 1959  731   20
 1960  766   20
 1961  758   20
 1962  747   25
 1963  710   27
 1964  686   29
 1965  730   31
 1966  714   33
 1967  678   34
 1968  672   32
 1969  659   34
 1970  634   32
 1971  548   32
 1972  539   30
 1973  549   25
 1974  551   24
 1975  502   21
 1976  497   21
 1977  531   24
 1978  534   24
 1979  467   25
 1980  418   22
 1981  431   20
 1982  394   21
 1983  379   19
 1984  374   17
 1985  401   17
 1986  407   14
 1987  418   13
 1988  431   11
 1989  486   11
 1990  525    9
 1991  577    8
 1992  632    7
 1993  745    9
 1994  832   10
 1995  974   15
 1996 1125   11
 1997 1288    9
 1998 1526    7
 1999 1798    6
 2000 2129    7
 2001 2149    6
 2002 1975    5
 2003 1888    5
 2004 1798    6
 2005 1684    5
 2006 1522    4
 2007 1591    3
 2008 2063    3
 2009 2549    4
 2010 2397    4
 2011 2216    4
 2012 2149    4
 2013 2170    2
 2014 2153    2
 2015 1917    2
 2016 1646    1
 2017 1322    1
 2018 1211    1
