Year   Moose  Wolves
 1959  595   20
 1960  634   26
 1961  660   30
 1962  689   35
 1963  652   37
 1964  591   36
 1965  506   35
 1966  463   31
 1967  370   27
 1968  329   23
 1969  262   17
 1970  235   14
 1971  246   10
 1972  247    8
 1973  258    4
 1974  293    1
 1975  357    1
 1976  430    1
 1977  504    1
 1978  581    1
 1979  701    1
 1980  835    0
 1981 1011    0
 1982 1214    0
 1983 1448    0
 1984 1754    0
 1985 2114    0
 1986 2162    0
 1987 2061    0
 1988 1980    0
 1989 1924    0
 1990 1853    0
 1991 1723    0
 1992 1834    0
 1993 2425    0
 1994 2318    0
 1995 2115    0
 1996 2048    0
 1997 2006    0
 1998 1972    0
 1999 1981    0
 2000 1702    0
 2001 1763    0
 2002 2251    0
 2003 2193    0
 2004 1974    0
 2005 1892    0
 2006 1862    0
 2007 1839    0
 2008 1832    0
 2009 1949    0
 2010 2571    0
 2011 2362    0
 2012 2139    0
 2013 2087    0
 2014 2085    0
 2015 2096    0
 2016 2070    0
 2017 1747    0
 2018 1840    0
