Year   Moose  Wolves
 1959  724   20
 1960  772   22
 1961  799   21
 1962  847   23
 1963  924   23
 1964  973   24
 1965 1094   22
 1966 1160   19
 1967 1328   17
 1968 1487   18
 1969 1718   14
 1970 2008    9
 1971 2331    6
 1972 2323    4
 1973 2143    2
 1974 2052    1
 1975 1978    1
 1976 1912    1
 1977 1746    1
 1978 1537    1
 1979 1593    0
 1980 2090    0
 1981 2582    0
 1982 2438    0
 1983 2218    0
 1984 2182    0
 1985 2204    0
 1986 2222    0
 1987 2036    0
 1988 1730    0
 1989 1371    0
 1990 1217    0
 1991 1151    0
 1992 1232    0
 1993 1576    0
 1994 1948    0
 1995 2341    0
 1996 2236    0
 1997 2127    0
 1998 2122    0
 1999 2165    0
 2000 2033    0
 2001 1857    0
 2002 1659    0
 2003 1378    0
 2004 1235    0
 2005 1317    0
 2006 1721    0
 2007 2133    0
 2008 2073    0
 2009 1910    0
 2010 1835    0
 2011 1843    0
 2012 1882    0
 2013 1997    0
 2014 2582    0
 2015 2401    0
 2016 2164    0
 2017 2100    0
 2018 2091    0
