Year   Moose  Wolves
 1959  686   20
 1960  694   26
 1961  674   30
 1962  702   30
 1963  636   34
 1964  604   35
 1965  586   34
 1966  592   31
 1967  563   31
 1968  484   28
 1969  461   23
 1970  462   19
 1971  484   20
 1972  458   19
 1973  460   21
 1974  458   18
 1975  472   15
 1976  496   14
 1977  529   14
 1978  561   16
 1979  560   16
 1980  611   15
 1981  648   17
 1982  724   14
 1983  798   11
 1984  901    7
 1985 1049    7
 1986 1240    7
 1987 1431    6
 1988 1676    6
 1989 2010    6
 1990 2385    8
 1991 2320   10
 1992 2154    7
 1993 2039    6
 1994 1927    5
 1995 1806    5
 1996 1607    5
 1997 1353    6
 1998 1394    5
 1999 1808    4
 2000 2207    5
 2001 2064    5
 2002 1844    2
 2003 1765    2
 2004 1750    2
 2005 1755    2
 2006 1847    2
 2007 2377    1
 2008 2142    1
 2009 1908    1
 2010 1811    1
 2011 1805    0
 2012 1803    0
 2013 1802    0
 2014 1915    0
 2015 2482    0
 2016 2281    0
 2017 2083    0
 2018 1980    0
