Year   Moose  Wolves
 1959  811   20
 1960  839   20
 1961  856   20
 1962  904   20
 1963  993   23
 1964 1084   18
 1965 1187   16
 1966 1371   14
 1967 1569    9
 1968 1839    8
 1969 2144    8
 1970 2097    9
 1971 1904    9
 1972 1841    9
 1973 1713    8
 1974 1562    6
 1975 1610    6
 1976 2037    6
 1977 2492    6
 1978 2233    8
 1979 2024    9
 1980 1954    6
 1981 1923    5
 1982 1955    5
 1983 1749    5
 1984 1828    5
 1985 2309    5
 1986 2087    5
 1987 1870    5
 1988 1767    5
 1989 1703    5
 1990 1636    2
 1991 1734    2
 1992 2254    2
 1993 2025    2
 1994 1763    1
 1995 1697    1
 1996 1688    1
 1997 1693    1
 1998 1793    1
 1999 2358    1
 2000 2096    1
 2001 1865    1
 2002 1817    1
 2003 1844    1
 2004 1876    0
 2005 1988    0
 2006 2661    0
 2007 2480    0
 2008 2275    0
 2009 2197    0
 2010 2183    0
 2011 2180    0
 2012 2195    0
 2013 1892    0
 2014 1466    0
 2015 1294    0
 2016 1218    0
 2017 1143    0
 2018 1227    0
