Year   Moose  Wolves
 1959  521   20
 1960  518   17
 1961  511   17
 1962  534   19
 1963  534   18
 1964  520   16
 1965  606   19
 1966  635   17
 1967  677   14
 1968  765   15
 1969  839   20
 1970  907   21
 1971  937   22
 1972 1041   20
 1973 1111   20
 1974 1235   23
 1975 1369   25
 1976 1530   26
 1977 1737   25
 1978 1942   26
 1979 2195   25
 1980 2091   24
 1981 1846   22
 1982 1672   15
 1983 1525   14
 1984 1410   13
 1985 1409   14
 1986 1691   12
 1987 2013    9
 1988 2354    9
 1989 2153    8
 1990 1982    6
 1991 1915    5
 1992 1936    4
 1993 1784    4
 1994 1572    4
 1995 1655    5
 1996 2148    6
 1997 1946    8
 1998 1746    6
 1999 1652    6
 2000 1593   11
 2001 1522   11
 2002 1590   10
 2003 1998    9
 2004 2444   10
 2005 2149    9
 2006 1973    9
 2007 1914    9
 2008 1903   10
 2009 1843   10
 2010 1623    9
 2011 1660    6
 2012 2070    6
 2013 2499    6
 2014 2273    5
 2015 2065    5
 2016 1999    4
 2017 1947    3
 2018 1947    3
