Year   Moose  Wolves
 1959  579   20
 1960  569   23
 1961  581   22
 1962  573   21
 1963  570   24
 1964  541   28
 1965  540   30
 1966  484   28
 1967  427   24
 1968  406   21
 1969  376   18
 1970  385   16
 1971  416   14
 1972  466   15
 1973  471   15
 1974  499   15
 1975  523   10
 1976  581    7
 1977  664    6
 1978  763    6
 1979  863    5
 1980 1022    5
 1981 1197    4
 1982 1414    4
 1983 1688    4
 1984 2012    1
 1985 2394    1
 1986 2444    0
 1987 2287    0
 1988 2181    0
 1989 2124    0
 1990 2010    0
 1991 1855    0
 1992 1638    0
 1993 1282    0
 1994 1145    0
 1995 1210    0
 1996 1582    0
 1997 1940    0
 1998 2273    0
 1999 2180    0
 2000 2029    0
 2001 2029    0
 2002 2073    0
 2003 1967    0
 2004 1781    0
 2005 1894    0
 2006 2504    0
 2007 2403    0
 2008 2169    0
 2009 2073    0
 2010 2057    0
 2011 2024    0
 2012 2012    0
 2013 1730    0
 2014 1815    0
 2015 2366    0
 2016 2377    0
 2017 2142    0
 2018 2051    0
