Year   Moose  Wolves
 1959  722   20
 1960  807   20
 1961  873   20
 1962  880   20
 1963  913   25
 1964 1005   28
 1965 1077   30
 1966 1118   32
 1967 1194   32
 1968 1238   29
 1969 1306   30
 1970 1489   29
 1971 1602   29
 1972 1831   30
 1973 2092   32
 1974 2386   33
 1975 2271   36
 1976 1932   33
 1977 1769   30
 1978 1583   27
 1979 1292   24
 1980 1037   19
 1981  953   16
 1982 1103   16
 1983 1267   19
 1984 1373   14
 1985 1543   13
 1986 1727   11
 1987 2021    8
 1988 2386    8
 1989 2397   12
 1990 2156   11
 1991 2018   11
 1992 1865   12
 1993 1729   12
 1994 1542   15
 1995 1241   12
 1996 1175   12
 1997 1506   16
 1998 1766   15
 1999 2003   14
 2000 2231   13
 2001 2132   14
 2002 1985   13
 2003 1927   11
 2004 1758   11
 2005 1562    9
 2006 1384    9
 2007 1410    8
 2008 1720    6
 2009 2072    6
 2010 2422    5
 2011 2194    5
 2012 2016    3
 2013 1994    3
 2014 2033    3
 2015 1892    3
 2016 1676    2
 2017 1763    2
 2018 2285    1
