Year   Moose  Wolves
 1959  794   20
 1960  806   22
 1961  821   24
 1962  836   29
 1963  856   29
 1964  833   29
 1965  796   27
 1966  802   26
 1967  750   28
 1968  754   27
 1969  694   31
 1970  703   32
 1971  712   30
 1972  700   29
 1973  674   26
 1974  688   25
 1975  683   27
 1976  636   27
 1977  612   26
 1978  666   23
 1979  629   18
 1980  688   14
 1981  776    9
 1982  874   10
 1983 1020    8
 1984 1187    7
 1985 1349    7
 1986 1571    6
 1987 1840    4
 1988 2149    4
 1989 2110    3
 1990 1947    3
 1991 1840    2
 1992 1743    1
 1993 1643    0
 1994 1523    0
 1995 1601    0
 1996 2123    0
 1997 2056    0
 1998 1844    0
 1999 1796    0
 2000 1778    0
 2001 1750    0
 2002 1878    0
 2003 2469    0
 2004 2260    0
 2005 2016    0
 2006 1936    0
 2007 1936    0
 2008 1946    0
 2009 1948    0
 2010 2072    0
 2011 2720    0
 2012 2568    0
 2013 2339    0
 2014 2242    0
 2015 2197    0
 2016 2226    0
 2017 2203    0
 2018 1904    0
