Year   Moose  Wolves
 1959  638   20
 1960  665   19
 1961  667   23
 1962  643   24
 1963  620   25
 1964  671   25
 1965  668   27
 1966  639   28
 1967  584   27
 1968  622   23
 1969  629   22
 1970  684   20
 1971  773   16
 1972  844   13
 1973  941   15
 1974 1034   19
 1975 1123   21
 1976 1251   21
 1977 1411   24
 1978 1538   23
 1979 1722   21
 1980 1919   20
 1981 2145   21
 1982 2071   20
 1983 1792   18
 1984 1613   14
 1985 1466   17
 1986 1272   13
 1987 1264   11
 1988 1560    9
 1989 1870    6
 1990 2169    5
 1991 2038    5
 1992 1894    4
 1993 1871    3
 1994 1900    3
 1995 1749    3
 1996 1834    3
 1997 2380    3
 1998 2129    3
 1999 1895    1
 2000 1828    1
 2001 1821    1
 2002 1802    1
 2003 1806    1
 2004 1896    1
 2005 2449    0
 2006 2345    0
 2007 2120    0
 2008 2039    0
 2009 2053    0
 2010 2068    0
 2011 2100    0
 2012 1848    0
 2013 1942    0
 2014 2499    0
 2015 2404    0
 2016 2180    0
 2017 2108    0
 2018 2100    0
