Year   Moose  Wolves
 1959  640   20
 1960  621   22
 1961  613   24
 1962  617   23
 1963  625   23
 1964  620   24
 1965  600   20
 1966  643   19
 1967  647   19
 1968  702   15
 1969  725   17
 1970  808   16
 1971  873   15
 1972  988   16
 1973 1100   19
 1974 1304   19
 1975 1486   20
 1976 1703   19
 1977 1966   19
 1978 2242   17
 1979 2150   14
 1980 1925   13
 1981 1778   11
 1982 1605   11
 1983 1485    9
 1984 1286    6
 1985 1308    4
 1986 1655    3
 1987 2013    3
 1988 2336    3
 1989 2218    2
 1990 2072    2
 1991 2021    2
 1992 2067    1
 1993 1909    0
 1994 1691    0
 1995 1773    0
 1996 2393    0
 1997 2274    0
 1998 2061    0
 1999 1984    0
 2000 2003    0
 2001 2013    0
 2002 2028    0
 2003 2136    0
 2004 1997    0
 2005 1761    0
 2006 1659    0
 2007 1615    0
 2008 1545    0
 2009 1662    0
 2010 2187    0
 2011 2003    0
 2012 1813    0
 2013 1779    0
 2014 1757    0
 2015 1742    0
 2016 1882    0
 2017 2456    0
 2018 2277    0
