Year   Moose  Wolves
 1959  692   20
 1960  718   21
 1961  717   25
 1962  707   28
 1963  680   30
 1964  737   30
 1965  767   25
 1966  765   24
 1967  848   22
 1968  881   23
 1969  947   16
 1970 1035   14
 1971 1139    9
 1972 1321    7
 1973 1518    7
 1974 1785    5
 1975 2099    5
 1976 2477    4
 1977 2497    4
 1978 2333    3
 1979 2216    3
 1980 2112    2
 1981 1981    1
 1982 1826    1
 1983 1588    1
 1984 1281    0
 1985 1146    0
 1986 1193    0
 1987 1577    0
 1988 1928    0
 1989 2222    0
 1990 2129    0
 1991 1960    0
 1992 1953    0
 1993 2024    0
 1994 1860    0
 1995 1672    0
 1996 1788    0
 1997 2327    0
 1998 2220    0
 1999 1996    0
 2000 1907    0
 2001 1904    0
 2002 1888    0
 2003 1887    0
 2004 1973    0
 2005 2584    0
 2006 2465    0
 2007 2207    0
 2008 2098    0
 2009 2111    0
 2010 2097    0
 2011 2108    0
 2012 1813    0
 2013 1420    0
 2014 1251    0
 2015 1171    0
 2016 1091    0
 2017 1146    0
 2018 1494    0
