Year   Moose  Wolves
 1959  578   20
 1960  623   19
 1961  634   19
 1962  644   21
 1963  695   24
 1964  687   23
 1965  702   20
 1966  760   26
 1967  794   23
 1968  831   19
 1969  894   18
 1970  982   21
 1971 1098   19
 1972 1245   16
 1973 1402   14
 1974 1645   14
 1975 1924   12
 1976 2264   12
 1977 2331    9
 1978 2108    7
 1979 2044    5
 1980 1950    5
 1981 1831    3
 1982 1679    3
 1983 1484    2
 1984 1541    2
 1985 1990    1
 1986 2447    0
 1987 2323    0
 1988 2139    0
 1989 2096    0
 1990 2075    0
 1991 2117    0
 1992 1940    0
 1993 1655    0
 1994 1354    0
 1995 1235    0
 1996 1121    0
 1997 1189    0
 1998 1549    0
 1999 1916    0
 2000 2251    0
 2001 2156    0
 2002 2014    0
 2003 1983    0
 2004 2059    0
 2005 1933    0
 2006 1737    0
 2007 1844    0
 2008 2444    0
 2009 2322    0
 2010 2125    0
 2011 2029    0
 2012 2016    0
 2013 2016    0
 2014 2003    0
 2015 1712    0
 2016 1801    0
 2017 2325    0
 2018 2333    0
