Year   Moose  Wolves
 1959  730   20
 1960  766   20
 1961  858   19
 1962  925   18
 1963  985   19
 1964 1107   19
 1965 1257   20
 1966 1401   20
 1967 1562   19
 1968 1765   17
 1969 1977   17
 1970 2351   16
 1971 2275   16
 1972 2053   17
 1973 1948   20
 1974 1795   16
 1975 1630   16
 1976 1455   17
 1977 1418   17
 1978 1745   14
 1979 2076   17
 1980 2468   18
 1981 2225   18
 1982 1990   17
 1983 1956   18
 1984 1889   20
 1985 1645   22
 1986 1341   22
 1987 1244   23
 1988 1486   21
 1989 1695   22
 1990 1950   19
 1991 2246   17
 1992 2064   17
 1993 1893   13
 1994 1875    9
 1995 1723    6
 1996 1572    6
 1997 1621    6
 1998 2152    6
 1999 1971    4
 2000 1749    2
 2001 1726    2
 2002 1663    2
 2003 1657    1
 2004 1766    1
 2005 2283    1
 2006 2106    0
 2007 1865    0
 2008 1796    0
 2009 1805    0
 2010 1789    0
 2011 1796    0
 2012 1895    0
 2013 2419    0
 2014 2256    0
 2015 2027    0
 2016 1908    0
 2017 1897    0
 2018 1901    0
