Year   Moose  Wolves
 1959  690   20
 1960  776   21
 1961  778   26
 1962  748   25
 1963  754   28
 1964  802   32
 1965  777   33
 1966  756   33
 1967  780   32
 1968  729   32
 1969  656   31
 1970  603   28
 1971  533   26
 1972  486   22
 1973  472   19
 1974  498   21
 1975  480   18
 1976  516   17
 1977  558   11
 1978  587   11
 1979  636    9
 1980  713    8
 1981  796    8
 1982  884    8
 1983 1018    6
 1984 1170    6
 1985 1353    3
 1986 1631    2
 1987 1967    2
 1988 2354    1
 1989 2394    0
 1990 2246    0
 1991 2148    0
 1992 2102    0
 1993 1987    0
 1994 1802    0
 1995 1605    0
 1996 1342    0
 1997 1202    0
 1998 1261    0
 1999 1667    0
 2000 2028    0
 2001 2410    0
 2002 2355    0
 2003 2183    0
 2004 2118    0
 2005 2146    0
 2006 2004    0
 2007 1820    0
 2008 1577    0
 2009 1265    0
 2010 1114    0
 2011 1199    0
 2012 1554    0
 2013 1900    0
 2014 2282    0
 2015 2244    0
 2016 2107    0
 2017 2042    0
 2018 2069    0
