Year   Moose  Wolves
 1959  598   20
 1960  666   19
 1961  685   18
 1962  684   18
 1963  785   19
 1964  835   18
 1965  931   16
 1966 1025   17
 1967 1197   16
 1968 1331   19
 1969 1497   16
 1970 1739   13
 1971 2050   11
 1972 2399   10
 1973 2339   10
 1974 2154    9
 1975 2067    8
 1976 1971    8
 1977 1846    5
 1978 1656    5
 1979 1446    1
 1980 1531    1
 1981 1999    1
 1982 2462    1
 1983 2336    1
 1984 2103    1
 1985 2064    1
 1986 2101    1
 1987 2108    1
 1988 1906    1
 1989 1632    1
 1990 1299    1
 1991 1178    1
 1992 1102    1
 1993 1158    1
 1994 1487    0
 1995 1821    0
 1996 2208    0
 1997 2103    0
 1998 1964    0
 1999 1974    0
 2000 2048    0
 2001 1959    0
 2002 1794    0
 2003 1897    0
 2004 2467    0
 2005 2375    0
 2006 2156    0
 2007 2036    0
 2008 1975    0
 2009 1998    0
 2010 1983    0
 2011 1690    0
 2012 1766    0
 2013 2319    0
 2014 2200    0
 2015 2014    0
 2016 1916    0
 2017 1927    0
 2018 1898    0
