Year   Moose  Wolves
 1959  646   20
 1960  748   24
 1961  807   27
 1962  739   28
 1963  721   29
 1964  664   31
 1965  696   32
 1966  643   31
 1967  596   29
 1968  543   30
 1969  495   27
 1970  536   26
 1971  518   22
 1972  497   21
 1973  525   24
 1974  484   24
 1975  495   20
 1976  496   23
 1977  475   24
 1978  484   22
 1979  468   19
 1980  430   22
 1981  402   24
 1982  357   24
 1983  305   26
 1984  251   24
 1985  235   20
 1986  196   19
 1987  180   17
 1988  155   14
 1989  160   12
 1990  152   10
 1991  150    9
 1992  139    5
 1993  145    5
 1994  155    3
 1995  183    3
 1996  224    2
 1997  262    2
 1998  304    2
 1999  363    1
 2000  434    1
 2001  519    0
 2002  623    0
 2003  757    0
 2004  908    0
 2005 1100    0
 2006 1334    0
 2007 1609    0
 2008 1941    0
 2009 2348    0
 2010 2317    0
 2011 2181    0
 2012 2129    0
 2013 2110    0
 2014 2041    0
 2015 1927    0
 2016 1725    0
 2017 1437    0
 2018 1304    0
