Year   Moose  Wolves
 1959  636   20
 1960  649   21
 1961  642   22
 1962  614   23
 1963  626   25
 1964  643   23
 1965  646   22
 1966  679   20
 1967  726   18
 1968  735   17
 1969  783   14
 1970  890   15
 1971 1002   14
 1972 1090   13
 1973 1211   12
 1974 1387   10
 1975 1596   11
 1976 1826   12
 1977 2104   10
 1978 2115   12
 1979 1932   13
 1980 1858   12
 1981 1736   14
 1982 1552   13
 1983 1344   12
 1984 1310   12
 1985 1650   10
 1986 1953   11
 1987 2258   13
 1988 2116   10
 1989 1962   10
 1990 1918   11
 1991 1891   11
 1992 1665   10
 1993 1408    9
 1994 1425   10
 1995 1803   11
 1996 2209   10
 1997 1998    8
 1998 1837    6
 1999 1769    6
 2000 1747    6
 2001 1740    5
 2002 1805    4
 2003 2379    4
 2004 2175    4
 2005 1922    3
 2006 1849    3
 2007 1851    5
 2008 1835    6
 2009 1808    7
 2010 1873    8
 2011 2370   11
 2012 2156   13
 2013 1888   15
 2014 1786   18
 2015 1662   18
 2016 1571   17
 2017 1462   18
 2018 1404   19
