Year   Moose  Wolves
 1959  557   20
 1960  573   20
 1961  571   19
 1962  585   21
 1963  572   18
 1964  599   17
 1965  598   16
 1966  618   16
 1967  636   20
 1968  606   19
 1969  604   17
 1970  671   21
 1971  736   20
 1972  748   17
 1973  766   19
 1974  838   18
 1975  896   16
 1976 1001   19
 1977 1042   18
 1978 1157   14
 1979 1293   12
 1980 1461   12
 1981 1663    7
 1982 1954    7
 1983 2291    7
 1984 2281    5
 1985 2109    5
 1986 2003    5
 1987 1898    1
 1988 1802    0
 1989 1663    0
 1990 1446    0
 1991 1536    0
 1992 1965    0
 1993 2474    0
 1994 2371    0
 1995 2158    0
 1996 2076    0
 1997 2083    0
 1998 2108    0
 1999 1919    0
 2000 1642    0
 2001 1347    0
 2002 1223    0
 2003 1130    0
 2004 1203    0
 2005 1567    0
 2006 1939    0
 2007 2364    0
 2008 2295    0
 2009 2171    0
 2010 2158    0
 2011 2228    0
 2012 2094    0
 2013 1928    0
 2014 1724    0
 2015 1436    0
 2016 1328    0
 2017 1406    0
 2018 1819    0
