Year   Moose  Wolves
 1959  621   20
 1960  648   21
 1961  641   24
 1962  637   27
 1963  636   27
 1964  661   24
 1965  649   24
 1966  646   25
 1967  607   23
 1968  570   26
 1969  601   25
 1970  642   20
 1971  688   17
 1972  787   17
 1973  883   18
 1974  937   18
 1975 1043   16
 1976 1141   15
 1977 1253   13
 1978 1460   14
 1979 1690   10
 1980 2022   10
 1981 2381   11
 1982 2358   10
 1983 2191    8
 1984 2104    7
 1985 2046    8
 1986 1866    8
 1987 1660    6
 1988 1398    6
 1989 1115    5
 1990 1147    5
 1991 1457    7
 1992 1749    6
 1993 1967    5
 1994 2320    5
 1995 2269    5
 1996 2132    4
 1997 2107    4
 1998 1971    4
 1999 1793    3
 2000 1634    4
 2001 1423    4
 2002 1139    1
 2003 1207    1
 2004 1579    0
 2005 1931    0
 2006 2258    0
 2007 2149    0
 2008 2015    0
 2009 2007    0
 2010 2048    0
 2011 1921    0
 2012 1733    0
 2013 1861    0
 2014 2440    0
 2015 2408    0
 2016 2196    0
 2017 2121    0
 2018 2057    0
