Year   Moose  Wolves
 1959  571   20
 1960  590   21
 1961  609   22
 1962  602   23
 1963  641   25
 1964  595   28
 1965  558   29
 1966  544   29
 1967  522   26
 1968  459   19
 1969  485   18
 1970  508   14
 1971  516   12
 1972  548   11
 1973  605   10
 1974  686   10
 1975  769    8
 1976  841    9
 1977  952   11
 1978 1062    9
 1979 1238    9
 1980 1455   11
 1981 1680   11
 1982 1988   11
 1983 2317   10
 1984 2316   11
 1985 2164    9
 1986 2041    9
 1987 1897    7
 1988 1755    5
 1989 1568    4
 1990 1372    5
 1991 1383    7
 1992 1771    6
 1993 2108    6
 1994 1903    5
 1995 1718    5
 1996 1651    5
 1997 1615    4
 1998 1630    4
 1999 1719    5
 2000 2244    5
 2001 2049    4
 2002 1827    3
 2003 1746    2
 2004 1729    1
 2005 1743    1
 2006 1853    1
 2007 2434    0
 2008 2257    0
 2009 2032    0
 2010 1966    0
 2011 1988    0
 2012 1993    0
 2013 1973    0
 2014 2088    0
 2015 2715    0
 2016 2551    0
 2017 2326    0
 2018 2205    0
