Year   Moose  Wolves
 1959  760   20
 1960  807   20
 1961  883   21
 1962  959   23
 1963 1038   23
 1964 1078   22
 1965 1202   26
 1966 1268   27
 1967 1343   24
 1968 1535   21
 1969 1733   18
 1970 2025   19
 1971 2362   19
 1972 2299   21
 1973 2090   20
 1974 1962   18
 1975 1750   19
 1976 1537   16
 1977 1310   15
 1978 1324   15
 1979 1525   15
 1980 1764   13
 1981 1974   11
 1982 2262    9
 1983 2104    5
 1984 1974    3
 1985 1950    2
 1986 1858    1
 1987 1695    1
 1988 1541    1
 1989 1614    1
 1990 2112    1
 1991 2010    1
 1992 1820    0
 1993 1768    0
 1994 1703    0
 1995 1689    0
 1996 1778    0
 1997 2347    0
 1998 2173    0
 1999 1937    0
 2000 1820    0
 2001 1805    0
 2002 1805    0
 2003 1829    0
 2004 1947    0
 2005 2517    0
 2006 2307    0
 2007 2063    0
 2008 2001    0
 2009 1995    0
 2010 1977    0
 2011 1988    0
 2012 2122    0
 2013 1998    0
 2014 1761    0
 2015 1664    0
 2016 1629    0
 2017 1599    0
 2018 1731    0
