Year   Moose  Wolves
 1959  568   20
 1960  599   21
 1961  597   21
 1962  606   21
 1963  646   25
 1964  639   28
 1965  596   28
 1966  550   29
 1967  493   28
 1968  465   25
 1969  402   22
 1970  369   20
 1971  373   16
 1972  366   16
 1973  356   21
 1974  353   17
 1975  319   16
 1976  342   14
 1977  325   14
 1978  350   11
 1979  341   12
 1980  343   11
 1981  385   11
 1982  394   13
 1983  427   12
 1984  424    8
 1985  434    8
 1986  487    8
 1987  541    8
 1988  588    6
 1989  674    5
 1990  758    4
 1991  891    3
 1992 1058    3
 1993 1219    2
 1994 1442    2
 1995 1745    2
 1996 2034    4
 1997 2418    4
 1998 2454    3
 1999 2274    3
 2000 2200    3
 2001 2129    1
 2002 2001    1
 2003 1846    1
 2004 1630    1
 2005 1305    0
 2006 1174    0
 2007 1262    0
 2008 1624    0
 2009 2007    0
 2010 2371    0
 2011 2291    0
 2012 2146    0
 2013 2099    0
 2014 2141    0
 2015 2058    0
 2016 1867    0
 2017 1628    0
 2018 1352    0
