Year   Moose  Wolves
 1959  677   20
 1960  753   26
 1961  737   30
 1962  710   32
 1963  678   40
 1964  639   38
 1965  615   34
 1966  564   30
 1967  536   25
 1968  555   23
 1969  602   23
 1970  663   21
 1971  724   22
 1972  784   18
 1973  851   16
 1974  958   16
 1975 1029   16
 1976 1142   13
 1977 1349   12
 1978 1542   13
 1979 1792   13
 1980 2069   13
 1981 2406   16
 1982 2404   12
 1983 2237   12
 1984 2078   10
 1985 1943   13
 1986 1748   16
 1987 1506   15
 1988 1263   14
 1989 1203   14
 1990 1472   12
 1991 1740   14
 1992 1994   18
 1993 2249   22
 1994 2079   24
 1995 1846   27
 1996 1757   28
 1997 1455   27
 1998 1187   25
 1999 1097   23
 2000 1253   19
 2001 1448   17
 2002 1647   16
 2003 1832   14
 2004 2084   11
 2005 2378   10
 2006 2344    5
 2007 2161    2
 2008 2024    1
 2009 1892    1
 2010 1788    1
 2011 1611    1
 2012 1457    1
 2013 1522    1
 2014 1955    1
 2015 2456    0
 2016 2305    0
 2017 2097    0
 2018 2091    0
