Year   Moose  Wolves
 1959  687   20
 1960  728   19
 1961  792   21
 1962  829   20
 1963  927   20
 1964  954   18
 1965 1036   23
 1966 1165   27
 1967 1211   32
 1968 1230   37
 1969 1319   44
 1970 1332   48
 1971 1301   63
 1972 1177   65
 1973 1193   59
 1974 1223   58
 1975 1167   62
 1976 1171   60
 1977 1054   60
 1978 1062   53
 1979  986   48
 1980  911   45
 1981  875   42
 1982  806   40
 1983  881   35
 1984  918   31
 1985  976   35
 1986  982   37
 1987  989   36
 1988 1038   31
 1989 1128   39
 1990 1192   47
 1991 1167   43
 1992 1258   51
 1993 1313   53
 1994 1314   50
 1995 1415   46
 1996 1417   41
 1997 1597   37
 1998 1779   40
 1999 1914   35
 2000 2101   32
 2001 1945   35
 2002 1734   33
 2003 1550   29
 2004 1324   23
 2005 1084   18
 2006  950   17
 2007 1096   14
 2008 1290   16
 2009 1431   15
 2010 1603   10
 2011 1849   10
 2012 2105   10
 2013 2107   10
 2014 1890    8
 2015 1720   13
 2016 1551   16
 2017 1419   13
 2018 1237   13
