Year   Moose  Wolves
 1959  678   20
 1960  718   20
 1961  754   19
 1962  822   20
 1963  883   19
 1964  970   18
 1965 1073   20
 1966 1153   22
 1967 1288   23
 1968 1390   24
 1969 1525   23
 1970 1723   23
 1971 1917   27
 1972 2190   27
 1973 2069   31
 1974 1830   31
 1975 1704   43
 1976 1415   39
 1977 1132   38
 1978  966   36
 1979 1071   33
 1980 1051   39
 1981 1140   35
 1982 1205   37
 1983 1281   33
 1984 1374   29
 1985 1528   31
 1986 1620   29
 1987 1713   26
 1988 1898   28
 1989 2138   34
 1990 1958   35
 1991 1726   40
 1992 1514   46
 1993 1237   41
 1994  966   41
 1995  628   38
 1996  864   32
 1997  810   30
 1998  884   33
 1999  930   35
 2000  934   30
 2001  935   34
 2002  938   35
 2003  955   32
 2004  889   28
 2005  953   26
 2006 1044   25
 2007 1189   27
 2008 1312   26
 2009 1431   26
 2010 1608   20
 2011 1774   16
 2012 2074   13
 2013 2435   12
 2014 2423   12
 2015 2189   10
 2016 2081   15
 2017 1862   14
 2018 1749   13
