Year   Moose  Wolves
 1959  702   20
 1960  708   27
 1961  702   28
 1962  675   27
 1963  725   27
 1964  762   31
 1965  717   30
 1966  700   31
 1967  714   28
 1968  684   29
 1969  643   32
 1970  579   29
 1971  606   30
 1972  611   31
 1973  570   29
 1974  513   28
 1975  488   27
 1976  437   24
 1977  416   19
 1978  394   21
 1979  420   20
 1980  419   17
 1981  394   19
 1982  364   16
 1983  367   14
 1984  376   16
 1985  337   17
 1986  300   18
 1987  276   17
 1988  274   13
 1989  273   13
 1990  258   13
 1991  226   13
 1992  205   10
 1993  179    9
 1994  187    8
 1995  173    7
 1996  153    7
 1997  171    5
 1998  194    3
 1999  204    3
 2000  234    2
 2001  257    4
 2002  291    4
 2003  331    4
 2004  384    5
 2005  430    5
 2006  485    5
 2007  562    4
 2008  653    4
 2009  756    4
 2010  889    3
 2011 1041    2
 2012 1197    2
 2013 1386    2
 2014 1642    4
 2015 1943    3
 2016 2302    3
 2017 2249    3
 2018 2058    2
