Year   Moose  Wolves
 1959  666   20
 1960  746   18
 1961  781   17
 1962  854   16
 1963  920   15
 1964  993   14
 1965 1117   13
 1966 1267   12
 1967 1406   16
 1968 1560   13
 1969 1835   12
 1970 2151   10
 1971 2120    9
 1972 1948    9
 1973 1831   11
 1974 1685   15
 1975 1574   13
 1976 1359   12
 1977 1394    9
 1978 1683    8
 1979 2041    8
 1980 2360    7
 1981 2206    7
 1982 2024    8
 1983 2011    7
 1984 1989    6
 1985 1841    5
 1986 1658    9
 1987 1741    9
 1988 2147    9
 1989 1989    8
 1990 1773    9
 1991 1684    8
 1992 1623    7
 1993 1575    7
 1994 1617    7
 1995 2008    7
 1996 2447    6
 1997 2206    4
 1998 2011    2
 1999 1928    1
 2000 1942    1
 2001 1982    1
 2002 1823    1
 2003 1893    1
 2004 2457    0
 2005 2313    0
 2006 2102    0
 2007 2020    0
 2008 2010    0
 2009 2008    0
 2010 2000    0
 2011 1709    0
 2012 1833    0
 2013 2355    0
 2014 2273    0
 2015 2071    0
 2016 1966    0
 2017 1952    0
 2018 1950    0
